Listing ID,Listing Name,Listing Sync,Show Listing,Listing Status,PMS Name,Base Price,Recommended Base Price,Min Price,Max Price,Bedroom Count,City,Customization Group,Customization Sub Group,Tags,Total Occupancy ( Next 60 Days ),Total Occupancy ( Next 90 Days ),Nights Booked ( Past 7 Days ),Nights Booked ( Past 15 Days )
325569,"Josh Clark 721 (PF) -- The Parkway Place: Pool, Hot Tub, Arcade, Foosball!",FALSE,TRUE,hidden,hostaway,280,Unavailable,,,4,Pigeon Forge,,,"Blocked Calendar,PF; vrbo:4311935; airbnb:1285617897417303654",100 %,100 %,0,0
328305,Jordan Wilkerson 1304-A (BC) -- White Nest Retreat - LUX Updates - 5 mins from TYS,FALSE,TRUE,hidden,hostaway,165,Unavailable,,,2,Alcoa,,,Blocked Calendar; vrbo:4341278; airbnb:1294292144628236842,100 %,100 %,0,0
337073,"Josh Clark 705 (PF) -- Parkway Pool Oasis: Private Pool, Hot Tub, Game Room, Deck & More!",FALSE,TRUE,hidden,hostaway,305,Unavailable,,,4,Pigeon Forge,,,"Blocked Calendar,PF; vrbo:4341292; airbnb:1304374503935512648",100 %,100 %,0,0
337133,"Josh Clark 709 (PF) -- Grand Luxury Retreat: Indoor Pool, Hot Tub, Game Room, King Beds & More!",FALSE,TRUE,hidden,hostaway,330,Unavailable,,,4,Pigeon Forge,,,"Blocked Calendar,PF; vrbo:4341295; airbnb:1304480816608744015",100 %,100 %,0,0
361345,"Josh Clark 588 (PF) -- Evergreen Parkway Retreat | Views, Hot Tub & Arcade!",FALSE,TRUE,hidden,hostaway,300,Unavailable,,,3,Pigeon Forge,,,"Blocked Calendar,PF; vrbo:4468116; airbnb:1356678824849229979",100 %,100 %,0,0
361364,"Josh Clark 576 (PF) -- Parkway Cowboy Hideaway | Hot Tub, Views, Grill, Arcade!",FALSE,TRUE,hidden,hostaway,290,Unavailable,,,3,Pigeon Forge,,,"Blocked Calendar,PF; vrbo:4477771; airbnb:1356720529013378126",100 %,100 %,0,0
361367,"Josh Clark 572 (PF) -- Twilight Luxury Escape | Hot Tub, Grill, Arcade & MORE",FALSE,TRUE,hidden,hostaway,300,Unavailable,,,3,Pigeon Forge,,,"Blocked Calendar,PF; vrbo:4468118; airbnb:1356747454285724958",100 %,100 %,0,0
364203,Carly Vanslembrouck 2501 (PF) -- The Penthouse | In the Heart of Pigeon Forge,FALSE,TRUE,hidden,hostaway,136,Unavailable,,,1,Pigeon Forge,,,"Blocked Calendar,PF; vrbo:4542519; airbnb:1365334774050567908",100 %,100 %,0,0
364213,Carly Vanslembrouck 1204 (PF) -- Smoky Luxe | Near Top Attractions in Pigeon Forge!,FALSE,TRUE,hidden,hostaway,117,Unavailable,,,1,Pigeon Forge,,,"Blocked Calendar,PF; vrbo:4279119; airbnb:1365293361216241537",100 %,100 %,0,0
365469,NEW Nadim Jubran 813-1 (KCity) -- Charming Historic Retreat - 5 Mins from Downtown,FALSE,TRUE,hidden,hostaway,132,Unavailable,,,1,Knoxville,,,"Blocked Calendar,KCity; vrbo:4482316; airbnb:894816426234108089",100 %,100 %,0,0
366691,"Jared Blumberg 232 (PF) -- Smoky Bear Lodge | Hot Tub, Grill, Outdoor Pool!",FALSE,TRUE,hidden,hostaway,160,Unavailable,,,2,Pigeon Forge,,,"Blocked Calendar,PF; vrbo:4499027; airbnb:1371075683866668618",100 %,100 %,0,0
366705,"Corey DeFrancesco 592 (PF) -- The Charlotte Cabin: Hot Tub, Fireplace, Multicade",FALSE,TRUE,hidden,hostaway,173,Unavailable,,,3,Pigeon Forge,,,"Blocked Calendar,PF; vrbo:4511308; airbnb:1375399854474303150",100 %,100 %,0,0
366728,Corey DeFrancesco 122 -- Wild Woods Hideout,FALSE,TRUE,hidden,hostaway,9974,Unavailable,,,2,Sevierville,,,"Blocked Calendar,SCounty; airbnb:1368992541094911955",100 %,100 %,0,0
381202,"Logan Knight 591 (PF) -- Woodland Smokies: Hot Tub, Fireplace, Arcade Games",FALSE,TRUE,hidden,hostaway,241,Unavailable,,,3,Pigeon Forge,,,"Blocked Calendar,PF; vrbo:4665414; airbnb:1406533699218791653",100 %,100 %,0,0
381207,"Hannah Collins Lee 3733 (KCity) -- South Knox Spot | Grill, Outdoor Pool & Lounge!",FALSE,TRUE,hidden,hostaway,289,289.0,,,4,Knoxville,,,"Blocked Calendar,KCity; vrbo:4709442",100 %,100 %,0,0
384354,Josh Moss 1427 (GAT) -- Smoky Horizon Getaway with Hot Tub & Game Room!,FALSE,TRUE,hidden,hostaway,222,Unavailable,,,3,Gatlinburg,,,"Blocked Calendar,GAT; vrbo:4639537; airbnb:1405793709832811505",100 %,100 %,0,0
393202,"Freddy Rivas 2215 (SCounty) -- Grace Summit  Pool, Hot Tub, Full Kitchen, WiFi",FALSE,TRUE,hidden,hostaway,852,Unavailable,,,8,Sevierville,,,"Blocked Calendar,HA1,NotKnox,Safely,SCounty,SS,Summer,TendwellCleaning; vrbo:4727355",100 %,100 %,0,0
395524,"John Ehlers 3214 (SCounty) -- Splash Mountain: Pool, Hot Tub, Theater, Game Room",FALSE,TRUE,hidden,hostaway,479,Unavailable,,,5,Sevierville,,,"Blocked Calendar,SCounty; vrbo:4618408; airbnb:1429809501465477410",100 %,100 %,0,0
398355,Josh Heuser 2646 (Scounty) -- Gametime - 8BR Sleeps 33 Scenic View/Pool,FALSE,TRUE,hidden,hostaway,704,704.0,,,8,Sevierville,,,"7+BR,Blocked Calendar,Lily,NotKnox,Pet,Safely,SCounty,SS,TendwellCleaning; vrbo:4438051",100 %,100 %,0,0
407312,Jonathan Hill 4205 (GAT) -- Cloudtop Escape: Fireplace + Community Amenities,FALSE,TRUE,hidden,hostaway,125,Unavailable,,,2,Gatlinburg,,,"Blocked Calendar,GAT; vrbo:4728186; airbnb:1462333112640893728",100 %,100 %,0,0
413958,"Sarah George 2208 (GAT) -- Mountain Bloom | Epic Views, Hot Tub, Games, MORE!",FALSE,TRUE,hidden,hostaway,192,Unavailable,,,2,Gatlinburg,,,"Blocked Calendar,GAT; airbnb:1476200048805182741",100 %,100 %,0,0
413961,Ann Pulgar 3017 (SCounty) -- Fishing Frenzy Funhouse: Hot Tub+Lake Front+MORE!,FALSE,TRUE,hidden,hostaway,191,Unavailable,,,3,Sevierville,,,"Blocked Calendar,SCounty; vrbo:4723552; airbnb:1471120462983430252",100 %,100 %,0,0
416589,Orel Brodt 325 (KCity) -- Luxurious Loft Overlooking Market Square!,FALSE,TRUE,hidden,hostaway,244,Unavailable,,,2,Knoxville,,,"Blocked Calendar,KCity; vrbo:4786538; airbnb:873834789362221105",100 %,100 %,0,0
420819,"Nathan Holden 1009 (SCounty) -- Smoky Mountain Vista: Fireplace, Grills, Treehouse",FALSE,TRUE,hidden,hostaway,264,Unavailable,,,3,Sevierville,,,"Blocked Calendar,SCounty; airbnb:1492777899583303191",100 %,100 %,0,0
423920,Marcy Holloway 3110 (SCounty) -- Scandinavian Getaway | Cozy Vibe w/ Outdoor Lounge,FALSE,TRUE,hidden,hostaway,150,Unavailable,,,2,Sevierville,,,"1-2BR Cabin,Group 2,HA1,Katie,NotKnox,Safely,SCounty; vrbo:4857138; airbnb:1503638299137659704",100 %,100 %,0,0
515261,"Frank Spitznagel 1726 (PF) -- Smokies Luxe View: Hot Tub, Fireplaces, Games+MORE",TRUE,TRUE,available,hostaway,455,455.0,160,,5,Pigeon Forge,5-6 Bedrooms,,"5-6BR,Group 2,HA1,NotKnox,PF,TendwellCleaning; airbnb:1689313046941842162",100 %,100 %,0,0
529779,Denny Johnson 2251-21 (SCounty) -- Adohi Lodge | Panoramic Views off the Deck!,TRUE,TRUE,available,hostaway,165,Unavailable,130,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR House,Group 2,HA1,SCounty,TendwellCleaning; airbnb:1689925221819781886",12 %,8 %,10,10
533028,Nanci Allen 917 -- Timbered Outlook,TRUE,TRUE,available,hostaway,312,Unavailable,130,,3,Gatlinburg,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,Group 2,HA1",100 %,100 %,0,0
534577,Reis Perry 3240 -- Smoky Trails Retreat,TRUE,TRUE,available,hostaway,243,Unavailable,140,,5,,5-6 Bedrooms,,"Group 2,HA1,NORMAL",100 %,100 %,0,0
535798,"David Moscarelli 536 (GAT) -- Whisk-A-Way - Hot Tub, Pool Table & Jacuzzi!",TRUE,TRUE,available,hostaway,162,Unavailable,100,,1,Gatlinburg,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,GAT,Group 2,HA1,NotKnox",100 %,100 %,0,0
535863,John Haynes 625-2 (PF) -- Hearthstone Lodge | Family & Pet Friendly Home!,TRUE,TRUE,available,hostaway,160,Unavailable,85,,2,Pigeon Forge,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR House,Group 3,HA1,NotKnox,Pet,PF,Group 2; airbnb:1691345841039112014",13 %,9 %,3,3
538851,Bradley Quillen 1136 -- Cozy Bear Den,TRUE,TRUE,available,hostaway,126,Unavailable,89,,1,Pigeon Forge,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 3,HA1",100 %,100 %,0,0
538875,Ryan Pack 802 -- Nature's MTN Hideout,TRUE,TRUE,available,hostaway,220,Unavailable,110,,3,Townsend,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,Group 2,HA1",100 %,100 %,0,0
541842,Christina Kittle 1908 -- Calm Breeze Retreat,TRUE,TRUE,available,hostaway,187,Unavailable,110,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"Group 3,HA1,NotKnox",100 %,100 %,0,0
